iter	Logloss
877	0.2731062492
878	0.2729716604
879	0.2728228128
880	0.2726798275
881	0.2725375749
882	0.2723908341
883	0.2722120338
884	0.2720748191
885	0.2719228266
886	0.2717892455
887	0.2717343779
888	0.2715938963
889	0.2714237368
890	0.2713549463
891	0.2712077474
892	0.2711541318
893	0.2710039102
894	0.2708400098
895	0.270745297
896	0.270616082
897	0.2705087285
898	0.2705046981
899	0.2704997518
900	0.2703541712
901	0.2702410776
902	0.2701045347
903	0.2700079288
904	0.2698427461
905	0.2697234848
906	0.2696008038
907	0.269441056
908	0.2692321197
909	0.2691195451
910	0.2691143851
911	0.2689594004
912	0.2687798367
913	0.2686561481
914	0.2685670838
915	0.2684759128
916	0.2684711496
917	0.2683844364
918	0.2682638927
919	0.2681464023
920	0.2680700702
921	0.2679084293
922	0.2678194261
923	0.2676487475
924	0.2675359897
925	0.2673203362
926	0.2671786943
927	0.2670997975
928	0.2670152825
929	0.2669012729
930	0.2667629591
931	0.2666175312
932	0.2664392499
933	0.2663162025
934	0.2662457633
935	0.2661365778
936	0.265998722
937	0.2657859386
938	0.2656422205
939	0.265576697
940	0.2654313912
941	0.2653037334
942	0.2651160785
943	0.2649740398
944	0.2647801257
945	0.2646244387
946	0.2646168665
947	0.2644723851
948	0.2643181637
949	0.2641827811
950	0.2640870606
951	0.2640018129
952	0.2638874369
953	0.2638027693
954	0.2636278466
955	0.2635042497
956	0.2633750958
957	0.2632580328
958	0.2631426187
959	0.2629935573
960	0.2628900204
961	0.2628853184
962	0.2627658434
963	0.2626423685
964	0.2625167259
965	0.2624209749
966	0.2622623873
967	0.2621645295
968	0.2620126592
969	0.2618867417
970	0.2617603968
971	0.261601626
972	0.2615503919
973	0.2614139101
974	0.2612755963
975	0.2612671082
976	0.2611393587
977	0.2609682527
978	0.2607627056
979	0.2606592603
980	0.2605642726
981	0.2604369507
982	0.2602727145
983	0.2601782459
984	0.2599945603
985	0.25982608
986	0.2596812933
987	0.259511836
988	0.2593950173
989	0.2592823511
990	0.2592076067
991	0.2590812924
992	0.2589544895
993	0.2588352282
994	0.2586926092
995	0.2585711191
996	0.2584462397
997	0.258350794
998	0.258180665
999	0.2580483052
